,gene_symbol,log2fold.FLU_vs_HC,p.FLU_vs_HC,p.adj.FLU_vs_HC,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,HC_13,HC_14,FLU_1,FLU_2,FLU_3,FLU_4,FLU_5,FLU_6,FLU_7,FLU_8,FLU_9,FLU_10,FLU_11,FLU_12,FLU_13,FLU_14,mean
ENSG00000146592,CREB5,2.037675866,1.49E-11,3.48E-09,408.77,462.88,394.33,634.53,403.74,715.62,408.13,248.42,387.26,488.41,568.78,456.19,421.37,428.25,439.6,312.86,336.94,528.54,597.52,446.18,447.99,843.79,511.81,342.11,551.58,934.53,1514.02,150.5,510.39
ENSG00000178685,PARP10,0.44858429,0.000229551,0.001903829,2737.13,2828.95,2437.81,2610.29,2778.2,2265.47,2276.5,2200.39,2263.38,3396.09,2814.75,3086.42,2981.66,3006.75,2103.31,2514.66,3670.06,2470.76,3933.67,2544.74,4494.37,2309.54,3056.82,2298.02,2204.71,1866.6,1271.01,3792.56,2882.305476
ENSG00000146670,CDCA5,0.778581653,0.044588596,0.117173134,32.52,53.87,47.43,97.36,44.77,102.58,60.12,101.99,50.16,66.74,108.85,138.08,79.18,126.59,14.88,106.25,20.33,44.26,19.36,10.67,21.76,18.66,5.62,40.38,22.81,12.25,15.99,16.3,53.44857143
ENSG00000146676,PURB,-1.933811232,1.88E-06,4.11E-05,32.52,38.48,24.39,33.36,16.79,28.05,15.03,24.24,32.1,19.63,36.79,31.13,29.22,16.16,32.46,34.11,47.93,29.08,44.26,66.18,39.9,39.39,47.81,30.48,35.03,39.19,43.17,27.59,33.35404762
ENSG00000146677,AC004453.1,0.488245189,0.119221249,0.240647877,757.15,724.55,834.74,629.76,649.98,746.07,793.13,738.18,605.98,701.99,712.12,637.59,623.1,730.81,639.78,585.7,736.33,648.67,705.4,663.94,585.83,882.14,738.19,624.79,633.87,809.6,823.36,361.2,682.6571429
ENSG00000146707,POMZP3,0.080919717,0.791459203,0.87373676,145.16,90.16,104.34,93.95,126.32,143.45,175.74,96.94,75.25,110.72,121.88,131.99,126.32,162.5,178.54,108.22,69.71,144.15,406.64,279.66,169.58,943.3,596.18,137.91,416.34,183.72,1024.8,156.77,227.695
ENSG00000178691,SUZ12,0.884495629,4.19E-07,1.25E-05,1.16,1.1,0,2.04,1.6,0.8,0,0,5.02,0.79,3.07,2.03,0.94,0.9,1.35,0,5.81,0,0,0,3.63,2.07,2.81,1.52,0,0,0,20.07,1.75952381
ENSG00000146731,CCT6A,1.109525979,0.029196705,0.085020553,0,1.1,1.36,0,0,0,1.16,0,1,0,3.83,2.71,0,0,4.06,1.31,17.43,1.26,0,2.13,0.91,0,0,1.52,3.26,0,1.6,0,1.431666667
ENSG00000063322,MED29,-1.863515608,0.002615088,0.013132553,4.65,37.38,31.17,4.08,15.99,8.82,3.47,21.21,18.06,24.34,4.6,13.54,9.43,7.18,6.76,0,0,31.61,2.77,32.02,1.81,0,12.65,16,7.33,6.12,4.8,16.3,10.90714286
ENSG00000171148,TADA3,0.0038072,0.980078137,0.989094343,8.13,4.4,12.2,10.89,11.99,16.03,6.94,12.12,10.03,19.63,26.06,8.8,14.14,4.49,9.47,17.05,27.59,6.32,16.6,25.62,13.6,10.37,15.47,19.05,10.59,15.92,4.8,31.35,13.60571429
ENSG00000146757,ZNF92,0.036850314,0.754741489,0.848303486,9.29,4.4,5.42,6.13,9.59,7.21,5.78,6.06,6.02,10.21,5.37,12.18,6.6,12.57,5.41,8.53,4.36,2.53,5.53,0,9.07,3.11,1.41,6.1,4.89,4.9,0,20.07,6.280238095
ENSG00000146802,TMEM168,0.053242269,0.962682501,0.978869869,0,4.4,1.36,2.04,2.4,1.6,2.31,3.03,0,0,0,0.68,2.83,3.59,1.35,0.66,0,0,2.77,0,1.81,1.04,0,3.81,0,1.22,0,2.51,1.379761905
ENSG00000146828,SLC12A9,0.105654282,0.521805186,0.671883405,1.16,2.2,0,0.68,0,3.21,1.16,0,3.01,0,3.07,0.68,0.94,3.59,1.35,1.31,0,2.53,0,0,1.81,5.18,0,2.29,1.63,3.67,1.6,3.76,1.554761905
ENSG00000146830,GIGYF1,1.41721434,6.64E-08,2.99E-06,6.97,4.4,12.2,4.08,8.79,8.01,3.47,9.09,9.03,6.28,5.37,8.12,9.43,0.9,4.06,1.97,4.36,5.06,0,4.27,4.53,4.15,7.03,8.38,10.59,3.67,6.4,8.78,5.166190476
ENSG00000146834,MEPCE,1.06212165,6.52E-05,0.000696059,75.48,225.39,135.51,166.8,121.52,205.15,180.36,289.82,181.59,204.94,164.04,194.25,213.99,243.31,129.85,188.89,78.43,171.97,221.3,219.89,219.46,428.11,240.44,202.68,211.83,243.74,335.74,304.76,201.097619
ENSG00000005206,SPPL2B,0.290122311,0.594069839,0.730412341,1906.81,1677.8,2017.73,2024.78,2137.01,1621.17,1545.8,1700.53,1654.4,1736.91,1769.95,2256.61,2502.78,2605.43,2678.16,2054.89,2865.46,1738.63,3408.07,2160.46,3272.84,1542.46,3565.82,1995.53,2313.88,2285.49,1053.58,2956.04,2367.622143
ENSG00000146842,TMEM209,0.108202335,0.403912139,0.568743674,0,12.09,33.88,15.66,19.99,4.01,5.78,8.08,15.05,3.14,11.5,6.77,11.31,8.08,4.06,1.31,5.81,13.91,8.3,10.67,13.6,17.62,2.81,16,14.67,15.92,15.99,33.86,11.87261905
ENSG00000146858,ZC3HAV1L,1.416875533,0.0132864,0.046818453,6.97,8.8,6.78,7.49,9.59,11.22,2.31,4.04,5.02,7.07,7.67,7.45,7.54,5.39,1.35,7.21,2.9,0,2.77,6.4,3.63,0,1.41,8.38,7.33,2.45,4.8,12.54,5.000952381
ENSG00000146859,TMEM140,0.312754281,0.134500625,0.262219707,42.97,27.49,31.17,48.34,38.38,56.9,21.97,55.54,55.18,36.91,34.49,44.67,44.31,32.32,43.28,75.43,20.33,22.76,19.36,8.54,21.76,13.48,14.06,88.39,52.14,30.62,22.38,68.98,34.72619048
ENSG00000146872,TLK2,0.274031243,0.107694299,0.223278608,2627.97,2838.85,2825.36,2725.35,2735.82,2637.31,2182.85,2568.98,2925.54,3072.57,2639.21,2680.31,3051.42,2506.67,2284.56,2714.71,2956.96,2415.12,2381.78,1645.97,2596.32,2130.21,2026.16,2470.99,2179.45,2126.26,2188.7,2612.4,2573.198095
ENSG00000178695,KCTD12,0.02348182,0.856037792,0.915210911,1.16,2.2,4.07,2.04,1.6,0.8,1.16,2.02,0,3.14,0.77,2.03,0.94,0.9,1.35,1.97,0,2.53,0,0,0.91,1.04,1.41,0,0,0,0,1.25,1.239047619
ENSG00000146904,EPHA1,1.076866049,0.01270287,0.045216401,2.32,3.3,1.36,2.04,1.6,2.4,3.47,1.01,1,0.79,2.3,1.35,1.89,1.8,0,1.31,5.81,2.53,0,0,0.91,4.15,0,0.76,2.44,1.22,0,2.51,1.602857143
ENSG00000146909,NOM1,0.297498575,0.49984951,0.653705987,17.42,27.49,14.91,16.34,14.39,3.21,21.97,13.13,26.09,22.77,16.1,21.66,17.91,17.96,13.53,13.12,13.07,18.97,5.53,4.27,4.53,4.15,7.03,16.76,13.04,14.7,3.2,18.81,13.15142857
ENSG00000146918,NCAPG2,0.627362384,0.00121748,0.007217439,6.97,16.49,18.97,25.19,11.19,13.62,10.41,10.1,8.03,14.13,23,15.57,20.74,12.57,28.4,9.18,29.05,16.44,30.43,27.75,15.42,2.07,5.62,5.33,18.74,36.74,11.19,15.05,16.27928571
ENSG00000146963,LUC7L2,0.337342339,0.278808679,0.440893528,18.58,53.87,50.14,62.64,37.58,29.65,30.06,53.52,45.15,60.46,35.26,28.43,42.42,50.28,27.05,38.04,13.07,41.73,27.66,6.4,19.04,3.11,2.81,28.95,43.18,25.72,12.79,21.32,28.1302381
ENSG00000147010,SH3KBP1,0.680554389,0.000287838,0.002279341,18.58,35.18,29.81,21.11,80.75,43.27,32.37,31.3,102.33,29.84,61.32,57.53,72.59,42.2,35.17,43.94,11.62,165.64,2.77,6.4,29.93,8.29,0,9.14,39.92,9.8,28.78,20.07,34.40119048
ENSG00000178700,DHFR2,0.096224104,0.436112693,0.597615464,2.32,2.2,8.13,6.81,7.99,0,12.72,2.02,17.06,15.7,10.73,20.98,3.77,2.69,8.12,2.62,1.45,10.12,0,0,1.81,5.18,0,6.86,12.22,6.12,7.99,1.25,5.294761905
ENSG00000248445,SEMA6A-AS1,0.447141695,0.000774384,0.0050181,4928.45,4318.74,4882.39,4118.32,3568.88,4004.44,5447.87,3553.55,3260.64,3853.87,4583.94,3609.62,4149.62,5150.71,4244.49,3135.78,4009.9,4093.06,4818.88,6936.11,5564.46,6315.98,8470.22,3283.22,3382.83,4394.6,4598.03,2858.21,4542.69381
ENSG00000147065,MSN,0.679284144,0.013650846,0.047815095,1398.18,3221.46,1090.85,581.43,2201.77,1646.01,2906.61,514,297.97,1950.49,3027.08,1784.84,1798.61,2708.68,3430.22,1625.94,7165.83,839.6,8724.89,2800.92,2305.22,1851.36,1001.13,1379.12,1886.95,1960.91,1574.78,1945.19,2373.088333
ENSG00000147082,CCNB3,0.320511169,0.608013342,0.740687029,463.35,599.21,512.22,565.09,472.49,586.6,357.26,541.26,668.18,632.1,537.35,536.74,414.77,505.46,319.22,571.28,277.4,457.74,290.46,108.88,359.11,176.22,82.96,513.55,334.86,249.86,321.35,719.88,423.3930952
ENSG00000147099,HDAC8,0.985597229,0.131729,0.258468446,0,0,0,2.72,0,5.61,3.47,3.03,2.01,0.79,5.37,0,0.94,0.9,0,0,1.45,2.53,2.77,0,0,0,0,1.52,1.63,3.67,3.2,1.25,1.477380952
ENSG00000147117,ZNF157,0.547594315,0.040392383,0.108680874,2990.28,2816.86,2863.31,3384.39,2556.74,3395.4,2646.47,3352.59,2696.8,3026.25,2651.48,2608.57,2547.09,2401.63,2626.77,3041.34,2101.53,4512.86,2910.14,2788.11,2977.2,4493.65,2827.62,3367.03,3153.07,2790.11,6382.24,2719,3109.437619
ENSG00000147118,ZNF182,0.625441032,0.00353607,0.016690041,14599.55,6750.78,2162.72,836.74,3931.05,4211.19,7156.69,4576.49,3187.4,2195.48,2865.34,885.32,5260.09,7456.27,4964.07,2018.81,8016.9,6171.84,8022.25,7649.15,2942.74,456.1,2353.78,6491.01,8167.84,5153.98,8650.88,3966.88,4810.17119
ENSG00000147119,CHST7,0.208606308,0.578209557,0.718285215,2409.65,1199.53,2122.07,1989.37,2499.98,1676.46,3379.48,1810.6,1179.85,2212.76,1948.56,2331.74,1521.47,3522.99,2858.06,1834.51,1847.37,7438.83,4124.54,8255.45,3331.78,4927.98,3451.92,1981.06,4361.34,2459.41,8486.21,2074.37,3083.833571
ENSG00000147123,NDUFB11,0.442336415,0.000531774,0.003725311,11.61,20.89,8.13,18.38,17.59,12.82,15.03,11.11,21.07,22.77,17.63,18.27,31.11,23.34,21.64,17.05,21.79,15.17,33.2,2.13,20.86,10.37,9.84,11.43,15.48,6.12,1.6,42.64,17.69952381
ENSG00000147127,RAB41,0.094716322,0.772746208,0.860679052,2.32,8.8,4.07,4.08,8.79,5.61,8.09,6.06,9.03,5.5,3.83,2.71,9.43,4.49,5.41,8.53,8.71,1.26,8.3,0,4.53,1.04,0,1.52,3.26,0,0,38.88,5.699285714
ENSG00000147130,ZMYM3,0.897092924,0.018783928,0.061014596,719.99,787.22,781.89,577.34,699.55,645.1,623.18,820.98,765.5,635.24,742.78,645.71,683.43,662.58,649.25,617.84,373.25,630.97,268.33,330.9,280.22,519.33,458.38,618.7,578.47,747.13,580.35,213.21,566.9883333
ENSG00000147133,TAF1,0.527217742,4.81E-05,0.000543936,126.58,178.12,195.13,174.29,142.31,197.94,156.08,292.85,227.74,190.81,170.94,165.83,191.36,193.93,142.02,249.24,58.09,159.32,27.66,40.56,90.69,82.93,57.65,215.63,154.8,129.83,123.1,145.48,140.9945238
ENSG00000178718,RPP25,0.239687924,0.018710501,0.060852848,8.13,0,4.07,0,2.4,16.83,2.31,2.02,0,0.79,2.3,2.03,7.54,0,1.35,0,0,0,0,0,0.91,0,1.41,4.57,4.07,4.9,0,0,2.532380952
ENSG00000147140,NONO,0.845547954,1.27E-07,5.02E-06,9.29,6.6,6.78,4.08,6.4,8.82,5.78,4.04,5.02,2.36,4.6,10.15,3.77,8.08,2.71,4.59,8.71,0,16.6,34.16,19.95,25.91,111.08,3.05,9.78,37.97,23.98,3.76,14.04380952
ENSG00000147144,CCDC120,0.586846096,0.0024912,0.01265353,2.32,4.4,10.84,5.45,2.4,8.82,6.94,7.07,17.06,5.5,6.13,7.45,4.71,4.49,13.53,6.56,1.45,11.38,8.3,17.08,0,4.15,1.41,6.1,4.07,4.9,12.79,3.76,6.082142857
ENSG00000147164,SNX12,0.968106254,0.004978803,0.02197329,26.71,16.49,16.26,17.7,20.79,26.45,21.97,22.22,26.09,20.42,29.9,30.46,23.57,26.93,17.58,13.12,18.88,32.88,19.36,25.62,31.74,7.26,12.65,25.14,30.15,23.27,6.4,33.86,22.74809524
ENSG00000248469,AC139491.1,0.107354951,0.63173091,0.75896125,650.31,756.44,829.32,693.76,633.19,825.41,723.76,920.95,913.98,673.72,637.76,666.02,600.48,544.07,649.25,871.67,745.05,613.26,467.5,491.01,367.28,338.97,426.04,874.71,624.91,461.75,626.71,624.57,617.3840476
ENSG00000147168,IL2RG,0.426459414,0.013288458,0.046818453,1.16,1.1,0,0,3.2,0.8,1.16,0,4.01,1.57,0,1.35,1.89,2.69,4.06,1.97,5.81,2.53,11.07,19.21,5.44,1.04,0,0,0.81,2.45,0,3.76,2.887857143
ENSG00000178719,GRINA,0.392757594,0.003009479,0.014678048,2.32,0,2.71,1.36,1.6,0,0,0,5.02,3.14,0,0.68,0.94,1.8,0,1.31,0,2.53,0,0,0,1.04,0,1.52,1.63,3.67,0,0,0.920714286
ENSG00000147174,GCNA,0.396431169,0.100244805,0.212034644,2.32,1.1,0,1.36,0,0,0,2.02,1,0.79,3.07,0,0,0.9,1.35,1.31,0,0,0,0,0,0,0,0.76,0,1.22,1.6,0,0.702380952
ENSG00000147180,ZNF711,0.756968631,0.074731517,0.171507533,2.32,2.2,4.07,2.72,5.6,2.4,3.47,6.06,1,3.93,3.83,3.38,5.66,3.59,4.06,4.59,1.45,3.79,0,0,1.81,4.15,1.41,3.05,4.07,3.67,3.2,3.76,2.86047619
ENSG00000147206,NXF3,0.339897695,0.015514477,0.052826763,4.65,0,4.07,0.68,4,2.4,5.78,0,2.01,3.93,3.07,1.35,0.94,0.9,6.76,1.97,13.07,0,22.13,4.27,7.25,3.11,1.41,1.52,3.26,4.9,3.2,1.25,3.56452381
ENSG00000147231,RADX,-1.06184086,0.006248582,0.026126558,0,1.1,1.36,0,0,0.8,2.31,0,0,0,6.13,0,0,6.28,0,1.97,7.26,3.79,0,8.54,1.81,2.07,1.41,2.29,0,0,3.2,5.02,1.842619048
ENSG00000147274,RBMX,0.377311807,0.238983718,0.395586438,0,1.1,0,0,4,2.4,0,1.01,0,1.57,0,1.35,0,0.9,0,2.62,1.45,1.26,0,0,1.81,1.04,0,0.76,1.63,1.22,1.6,0,0.982380952
ENSG00000147324,MFHAS1,0.803395925,0.001215386,0.007208345,1.16,1.1,4.07,2.04,0.8,0,2.31,3.03,5.02,1.57,1.53,0.68,0.94,0,0,3.28,0,0,0,0,0,0,0,3.05,3.26,1.22,3.2,0,1.185714286
ENSG00000147364,FBXO25,0.21243224,0.468230577,0.625300391,0,0,0,0,0.8,0.8,2.31,4.04,1,0.79,0.77,0.68,2.83,0.9,0,0.66,2.9,0,2.77,0,1.81,2.07,0,0.76,1.63,0,0,1.25,1.075238095
ENSG00000147383,NSDHL,-1.384479609,0.007718869,0.030860157,0,0,0,2.04,0,0.8,0,1.01,0,0.79,0.77,0,1.89,0,2.71,3.28,0,3.79,0,0,0.91,0,1.41,3.05,0,0,3.2,1.25,0.884047619
ENSG00000147403,RPL10,0.249488926,0.189804152,0.335633903,0,5.5,2.71,4.08,5.6,2.4,9.25,2.02,2.01,2.36,2.3,4.74,0.94,7.18,2.71,6.56,0,2.53,0,0,4.53,0,5.62,3.05,10.59,12.25,0,0,3.322857143
ENSG00000147408,CSGALNACT1,1.303672843,0.003633329,0.01705843,0,0,1.36,0,0.8,0.8,0,0,2.01,0,3.07,1.35,0.94,2.69,0,0.66,0,0,0,2.13,0.91,1.04,0,1.52,1.63,1.22,4.8,2.51,1.048809524
ENSG00000166797,CIAO2A,0.484848029,6.50E-05,0.000694336,3.48,9.9,4.07,4.77,5.6,3.21,6.94,9.09,8.03,6.28,4.6,5.41,10.37,6.28,1.35,9.18,8.71,5.06,2.77,0,0.91,3.11,0,3.81,1.63,2.45,0,18.81,4.965714286
ENSG00000178726,THBD,0.743919002,0.005091917,0.022338509,3.48,1.1,0,0.68,1.6,0,0,0,3.01,1.57,0.77,0.68,2.83,1.8,1.35,5.9,4.36,0,2.77,2.13,0,0,0,0,1.63,0,4.8,5.02,1.870952381
ENSG00000147421,HMBOX1,0.145294113,0.123643472,0.246807743,0,0,0,1.36,4.8,1.6,3.47,1.01,1,0.79,6.13,1.35,0.94,2.69,0,0.66,0,0,0,0,0.91,2.07,2.81,2.29,1.63,1.22,0,0,1.507380952
ENSG00000147437,GNRH1,1.400890961,2.20E-08,1.24E-06,2.32,2.2,0,0,3.2,0.8,0,1.01,0,1.57,0.77,2.71,1.89,0.9,1.35,1.31,0,0,0,0,0,0,0,0.76,0,0,1.6,1.25,0.81952381
ENSG00000248477,NAIPP3,-1.069823945,6.42E-05,0.000687673,150.97,240.79,180.23,134.8,217.46,131.42,276.32,115.12,188.62,321.16,147.18,126.57,130.09,179.56,155.55,147.57,104.57,287.03,309.82,465.4,230.34,354.52,781.78,160.77,281.09,340.5,401.29,142.97,230.8747619
ENSG00000147454,SLC25A37,0.398358151,0.129420981,0.255371168,3.48,1.1,1.36,0,1.6,0,0,2.02,0,0,0.77,2.71,0.94,1.8,0,0.66,1.45,0,0,2.13,0,2.07,1.41,0,1.63,3.67,0,0,0.870238095
ENSG00000147457,CHMP7,0.499233009,0.073488527,0.169258255,2.32,4.4,0,3.4,1.6,4.81,4.62,6.06,4.01,6.28,3.83,8.12,1.89,5.39,0,5.9,0,2.53,2.77,0,1.81,6.22,2.81,4.57,6.52,2.45,1.6,3.76,3.416904762
ENSG00000100307,CBX7,0.337159035,0.131933862,0.258743494,16.26,21.99,31.17,33.36,26.38,21.64,16.19,25.25,23.08,47.11,27.6,22.34,25.45,9.88,27.05,11.81,30.5,26.55,5.53,53.37,23.58,22.81,30.93,8.38,17.92,36.74,30.38,21.32,23.37571429
ENSG00000147526,TACC1,1.205263293,0.006481801,0.026885708,1.16,1.1,2.71,1.36,3.2,0.8,4.62,1.01,1,5.5,1.53,3.38,4.71,4.49,1.35,1.31,5.81,3.79,2.77,0,1.81,1.04,0,5.33,5.7,1.22,0,0,2.429285714
ENSG00000147533,GOLGA7,0.065659555,0.840716485,0.905451599,2.32,1.1,4.07,1.36,0.8,1.6,2.31,3.03,1,1.57,1.53,3.38,0,0.9,0,1.97,1.45,6.32,0,0,1.81,2.07,4.22,1.52,3.26,2.45,0,0,1.661666667
ENSG00000178741,COX5A,0.094866267,0.329548215,0.496026982,1.16,0,1.36,0.68,0,4.81,0,1.01,0,0.79,1.53,4.06,0.94,1.8,0,1.31,0,0,0,2.13,0,1.04,2.81,0.76,1.63,0,3.2,1.25,0.987619048
ENSG00000171150,SOCS5,1.43992698,0.000112739,0.001084516,2157.65,1815.23,2756.25,2079.24,1670.12,1940.11,2831.46,2151.92,1852.04,1649.75,2019.08,1834.25,1492.24,2006.59,2653.82,1512.47,1234.49,2556.74,1778.73,6767.46,1550.72,4236.57,4692.09,1635.13,2023.02,2937.09,11771.66,401.33,2428.911667
ENSG00000147576,ADHFE1,0.079432336,0.844898323,0.908252139,18.58,8.8,10.84,13.62,19.99,12.02,11.56,16.16,15.05,8.64,16.86,13.54,4.71,16.16,2.71,13.12,10.17,32.88,13.83,36.29,13.6,10.37,22.5,7.62,17.11,12.25,38.37,6.27,12.93380952
ENSG00000147586,MRPS28,0.411358329,0.014740107,0.050706386,1.16,0,0,1.36,0,0,0,0,0,1.57,2.3,0,0,0,2.71,0.66,10.17,0,11.07,2.13,3.63,1.04,2.81,3.05,0.81,1.22,0,13.8,2.393333333
ENSG00000147592,LACTB2,0.424217406,0.001993901,0.010595736,2.32,4.4,0,4.08,1.6,3.21,5.78,6.06,1,5.5,3.83,3.38,1.89,5.39,6.76,1.97,1.45,1.26,2.77,0,3.63,0,0,3.05,4.07,3.67,4.8,17.56,3.327142857
ENSG00000147649,MTDH,0.203711569,0.603708511,0.737439597,0,2.2,0,0.68,0,0,1.16,1.01,1,2.36,2.3,0,1.89,1.8,0,0.66,0,1.26,2.77,0,1.81,0,1.41,1.52,0.81,0,0,13.8,1.134761905
ENSG00000064102,INTS13,0.228150489,0.06514796,0.155327309,0,0,0,1.36,0.8,4.81,3.47,2.02,2.01,1.57,2.3,1.35,0.94,0.9,0,1.97,2.9,5.06,0,4.27,0,1.04,1.41,0.76,0.81,2.45,0,11.29,1.64452381
ENSG00000147650,LRP12,0.388449563,0.001845386,0.009968987,2.32,0,0,4.77,1.6,0,3.47,4.04,0,0,0.77,7.45,5.66,5.39,2.71,3.28,0,0,0,2.13,0,1.04,2.81,1.52,0.81,0,0,0,1.701428571
ENSG00000147654,EBAG9,0.176408095,0.707902151,0.814525544,27.87,16.49,20.33,19.74,28.78,17.63,56.65,13.13,7.02,16.49,17.63,22.34,32.99,26.04,33.82,20.99,40.67,32.88,41.49,27.75,30.83,34.21,18.28,22.86,42.37,20.82,68.75,22.57,27.71166667
ENSG00000147669,POLR2K,1.094303001,0.000210179,0.00177983,1.16,2.2,4.07,0.68,0.8,1.6,0,0,0,2.36,0,4.06,1.89,3.59,4.06,0,0,0,13.83,2.13,2.72,2.07,1.41,0,2.44,0,0,2.51,2.257142857
ENSG00000147677,EIF3H,1.682348194,9.78E-05,0.00096398,1.16,0,1.36,0,1.6,2.4,1.16,0,5.02,3.14,0,0.68,3.77,2.69,2.71,1.31,4.36,3.79,0,4.27,1.81,0,0,1.52,2.44,0,6.4,5.02,1.985952381
ENSG00000147679,UTP23,0.627690782,0.250223287,0.408794783,5.81,2.2,2.71,0.68,1.6,0,0,1.01,1,1.57,2.3,2.71,0.94,2.69,2.71,2.62,0,1.26,0,0,1.81,1.04,0,1.52,1.63,3.67,0,3.76,1.603571429
ENSG00000178752,ERFE,1.015521258,0.001796828,0.009784716,1.16,2.2,1.36,2.04,0.8,0,6.94,1.01,0,3.93,4.6,3.38,1.89,6.28,6.76,3.28,2.9,8.85,2.77,0,4.53,3.11,2.81,2.29,4.07,3.67,9.59,11.29,3.64952381
ENSG00000147684,NDUFB9,1.370946675,0.001737342,0.009531323,2.32,7.7,12.2,12.94,4.8,7.21,8.09,6.06,6.02,10.99,3.07,2.71,3.77,0.9,5.41,5.9,5.81,7.59,2.77,6.4,5.44,0,0,9.14,8.96,3.67,4.8,8.78,5.567380952
ENSG00000147687,TATDN1,0.419988267,0.02409994,0.073752322,15.1,9.9,5.42,13.62,9.59,9.62,18.5,9.09,11.04,12.56,10.73,4.74,13.2,11.67,13.53,19.02,29.05,20.23,19.36,10.67,28.11,11.4,14.06,15.24,17.92,13.47,7.99,45.15,15.75785714
ENSG00000147689,FAM83A,0.492808843,0.145968388,0.277849658,2.32,0,0,1.36,1.6,0,0,0,0,0,1.53,0.68,1.89,1.8,0,1.97,1.45,1.26,0,2.13,4.53,2.07,2.81,0,0.81,1.22,1.6,1.25,1.18952381
ENSG00000147697,GSDMC,0.025634777,0.93436435,0.962384656,0,1.1,1.36,0,0,0,2.31,0,0,0,0.77,0,1.89,0.9,1.35,0,8.71,0,5.53,0,0,0,0,2.29,4.89,1.22,0,1.25,1.230952381
ENSG00000064115,TM7SF3,0.233879176,0.684782353,0.798809347,8.13,9.9,9.49,8.17,11.19,8.01,5.78,16.16,10.03,9.42,6.13,10.15,10.37,6.28,10.82,14.43,8.71,12.64,5.53,2.13,9.07,4.15,2.81,18.29,9.78,1.22,4.8,33.86,9.082857143
ENSG00000147789,ZNF7,0.291658175,0.14501998,0.276551728,2.32,1.1,1.36,0,3.2,0,2.31,1.01,7.02,2.36,1.53,1.35,2.83,0.9,1.35,2.62,1.45,0,0,0,1.81,1.04,0,2.29,0.81,0,1.6,2.51,1.513095238
ENSG00000147804,SLC39A4,0.559670692,0.035843058,0.099421633,0,2.2,1.36,2.04,0,2.4,0,0,0,0,0,0,2.83,0,1.35,0.66,0,0,0,0,0.91,1.04,0,0.76,0.81,1.22,0,0,0.78
ENSG00000248487,ABHD14A,1.189504055,0.001047372,0.006397518,420.38,689.37,302.19,154.55,393.34,575.38,568.84,264.57,110.36,425.59,919.09,472.44,526.01,708.37,515.34,399.43,942.57,188.4,1648.71,2326.98,507.84,352.44,548.37,332.97,316.12,280.48,282.98,588.2,574.1809524
ENSG00000147852,VLDLR,0.448433839,0.280316463,0.442485567,0,1.1,1.36,0.68,0.8,0.8,3.47,0,0,1.57,3.07,3.38,2.83,0.9,0,2.62,1.45,1.26,0,2.13,7.25,1.04,0,3.05,1.63,1.22,3.2,13.8,2.138095238
ENSG00000147853,AK3,0.114238074,0.686599439,0.800067281,6.97,0,1.36,4.77,3.2,8.82,4.62,2.02,0,4.71,1.53,3.38,0.94,2.69,4.06,1.97,2.9,16.44,0,10.67,5.44,9.33,1.41,3.05,3.26,4.9,23.98,0,4.485238095
ENSG00000147872,PLIN2,0.113829722,0.770174759,0.859098169,6.97,3.3,1.36,2.04,0,2.4,0,3.03,1,4.71,0,1.35,0.94,0,2.71,1.97,1.45,2.53,2.77,0,1.81,1.04,0,0,5.7,1.22,0,12.54,1.985714286
ENSG00000147883,CDKN2B,0.669236861,0.004547179,0.02042186,19.74,12.09,20.33,18.38,15.19,14.42,12.72,12.12,13.04,22.77,15.33,7.45,18.85,12.57,25.7,11.15,39.21,17.7,58.09,34.16,29.93,19.7,18.28,18.29,19.55,14.7,12.79,51.42,21.82642857
ENSG00000147889,CDKN2A,0.079372952,0.730313704,0.831544348,3.48,2.2,4.07,4.08,6.4,3.21,3.47,4.04,0,3.14,3.83,3.38,4.71,0,4.06,1.97,5.81,5.06,8.3,0,1.81,6.22,7.03,3.81,6.52,3.67,0,6.27,4.132142857
ENSG00000147894,C9orf72,0.107469275,0.837680362,0.903433297,2.32,0,1.36,0.68,3.2,1.6,1.16,1.01,2.01,0.79,5.37,1.35,1.89,0.9,1.35,1.31,0,0,0,0,1.81,1.04,0,0.76,2.44,2.45,0,3.76,1.415238095
ENSG00000248489,LINC02062,1.754788151,2.60E-06,5.34E-05,347.22,376.02,346.9,367.65,311.8,351.8,286.73,276.69,364.19,358.06,390.17,414.23,396.86,377.98,416.6,301.71,521.39,400.83,785.63,2147.65,652.93,913.24,1200.79,310.11,329.16,483.8,1184.68,447.73,551.04
ENSG00000147955,SIGMAR1,0.196727318,0.29457722,0.458809276,0,0,0,1.36,0.8,0.8,0,1.01,2.01,1.57,0.77,0.68,1.89,0.9,0,1.97,0,0,0,2.13,0.91,1.04,1.41,6.86,1.63,0,1.6,0,0.952380952
ENSG00000147996,CBWD5,0.035284561,0.94588809,0.969111694,1.16,1.1,5.42,2.72,0.8,1.6,1.16,6.06,2.01,0,0.77,3.38,1.89,1.8,4.06,2.62,1.45,2.53,8.3,0,2.72,0,1.41,3.05,4.07,2.45,14.39,2.51,2.65
